rainfall,1975,1976,1975-1976
1ŒŽ1“ú,1,0,1
1ŒŽ2“ú,1,0,1
1ŒŽ3“ú,0,0,0
1ŒŽ4“ú,0,0,0
1ŒŽ5“ú,0,0,0
1ŒŽ6“ú,0,0,0
1ŒŽ7“ú,0,0,0
1ŒŽ8“ú,1,0,1
1ŒŽ9“ú,0,0,0
1ŒŽ10“ú,0,0,0
1ŒŽ11“ú,0,0,0
1ŒŽ12“ú,0,0,0
1ŒŽ13“ú,0,0,0
1ŒŽ14“ú,0,0,0
1ŒŽ15“ú,0,0,0
1ŒŽ16“ú,0,0,0
1ŒŽ17“ú,1,0,1
1ŒŽ18“ú,0,0,0
1ŒŽ19“ú,0,0,0
1ŒŽ20“ú,0,0,0
1ŒŽ21“ú,0,0,0
1ŒŽ22“ú,0,0,0
1ŒŽ23“ú,0,0,0
1ŒŽ24“ú,1,0,1
1ŒŽ25“ú,0,0,0
1ŒŽ26“ú,0,0,0
1ŒŽ27“ú,0,0,0
1ŒŽ28“ú,0,0,0
1ŒŽ29“ú,0,0,0
1ŒŽ30“ú,0,0,0
1ŒŽ31“ú,0,0,0
2ŒŽ1“ú,0,0,0
2ŒŽ2“ú,0,0,0
2ŒŽ3“ú,0,0,0
2ŒŽ4“ú,1,0,1
2ŒŽ5“ú,0,1,1
2ŒŽ6“ú,0,0,0
2ŒŽ7“ú,1,0,1
2ŒŽ8“ú,0,0,0
2ŒŽ9“ú,0,0,0
2ŒŽ10“ú,0,0,0
2ŒŽ11“ú,0,0,0
2ŒŽ12“ú,0,0,0
2ŒŽ13“ú,0,0,0
2ŒŽ14“ú,0,0,0
2ŒŽ15“ú,0,0,0
2ŒŽ16“ú,1,0,1
2ŒŽ17“ú,0,1,1
2ŒŽ18“ú,0,0,0
2ŒŽ19“ú,0,1,1
2ŒŽ20“ú,0,1,1
2ŒŽ21“ú,0,0,0
2ŒŽ22“ú,0,0,0
2ŒŽ23“ú,1,0,1
2ŒŽ24“ú,0,1,1
2ŒŽ25“ú,0,1,1
2ŒŽ26“ú,0,0,0
2ŒŽ27“ú,0,0,0
2ŒŽ28“ú,0,0,0
2ŒŽ29“ú,NA,0,1
3ŒŽ1“ú,0,0,0
3ŒŽ2“ú,0,1,1
3ŒŽ3“ú,0,0,0
3ŒŽ4“ú,0,0,0
3ŒŽ5“ú,1,0,1
3ŒŽ6“ú,1,0,1
3ŒŽ7“ú,0,0,0
3ŒŽ8“ú,0,0,0
3ŒŽ9“ú,0,0,0
3ŒŽ10“ú,1,1,2
3ŒŽ11“ú,0,0,0
3ŒŽ12“ú,0,0,0
3ŒŽ13“ú,0,1,1
3ŒŽ14“ú,0,0,0
3ŒŽ15“ú,0,0,0
3ŒŽ16“ú,1,1,2
3ŒŽ17“ú,0,0,0
3ŒŽ18“ú,0,1,1
3ŒŽ19“ú,0,0,0
3ŒŽ20“ú,0,0,0
3ŒŽ21“ú,1,0,1
3ŒŽ22“ú,0,0,0
3ŒŽ23“ú,1,0,1
3ŒŽ24“ú,0,0,0
3ŒŽ25“ú,0,0,0
3ŒŽ26“ú,0,0,0
3ŒŽ27“ú,0,0,0
3ŒŽ28“ú,0,1,1
3ŒŽ29“ú,0,1,1
3ŒŽ30“ú,0,0,0
3ŒŽ31“ú,0,0,0
4ŒŽ1“ú,0,1,1
4ŒŽ2“ú,0,1,1
4ŒŽ3“ú,0,0,0
4ŒŽ4“ú,0,0,0
4ŒŽ5“ú,0,0,0
4ŒŽ6“ú,1,1,2
4ŒŽ7“ú,0,1,1
4ŒŽ8“ú,1,0,1
4ŒŽ9“ú,0,1,1
4ŒŽ10“ú,0,0,0
4ŒŽ11“ú,0,0,0
4ŒŽ12“ú,0,0,0
4ŒŽ13“ú,0,0,0
4ŒŽ14“ú,0,0,0
4ŒŽ15“ú,1,1,2
4ŒŽ16“ú,0,1,1
4ŒŽ17“ú,0,0,0
4ŒŽ18“ú,0,0,0
4ŒŽ19“ú,0,0,0
4ŒŽ20“ú,0,0,0
4ŒŽ21“ú,0,0,0
4ŒŽ22“ú,0,0,0
4ŒŽ23“ú,1,1,2
4ŒŽ24“ú,1,1,2
4ŒŽ25“ú,0,1,1
4ŒŽ26“ú,1,1,2
4ŒŽ27“ú,1,1,2
4ŒŽ28“ú,0,0,0
4ŒŽ29“ú,0,0,0
4ŒŽ30“ú,0,0,0
5ŒŽ1“ú,0,1,1
5ŒŽ2“ú,0,1,1
5ŒŽ3“ú,1,1,2
5ŒŽ4“ú,1,1,2
5ŒŽ5“ú,0,0,0
5ŒŽ6“ú,1,0,1
5ŒŽ7“ú,0,1,1
5ŒŽ8“ú,0,1,1
5ŒŽ9“ú,0,0,0
5ŒŽ10“ú,0,0,0
5ŒŽ11“ú,0,0,0
5ŒŽ12“ú,0,0,0
5ŒŽ13“ú,0,0,0
5ŒŽ14“ú,0,0,0
5ŒŽ15“ú,0,0,0
5ŒŽ16“ú,0,0,0
5ŒŽ17“ú,1,0,1
5ŒŽ18“ú,1,1,2
5ŒŽ19“ú,0,0,0
5ŒŽ20“ú,1,1,2
5ŒŽ21“ú,1,0,1
5ŒŽ22“ú,0,0,0
5ŒŽ23“ú,0,1,1
5ŒŽ24“ú,0,1,1
5ŒŽ25“ú,0,1,1
5ŒŽ26“ú,0,0,0
5ŒŽ27“ú,0,1,1
5ŒŽ28“ú,0,1,1
5ŒŽ29“ú,1,1,2
5ŒŽ30“ú,0,0,0
5ŒŽ31“ú,0,0,0
6ŒŽ1“ú,1,1,2
6ŒŽ2“ú,0,0,0
6ŒŽ3“ú,1,1,2
6ŒŽ4“ú,0,0,0
6ŒŽ5“ú,1,1,2
6ŒŽ6“ú,0,1,1
6ŒŽ7“ú,1,0,1
6ŒŽ8“ú,0,0,0
6ŒŽ9“ú,0,1,1
6ŒŽ10“ú,1,1,2
6ŒŽ11“ú,0,0,0
6ŒŽ12“ú,1,0,1
6ŒŽ13“ú,1,0,1
6ŒŽ14“ú,0,1,1
6ŒŽ15“ú,0,1,1
6ŒŽ16“ú,0,1,1
6ŒŽ17“ú,0,0,0
6ŒŽ18“ú,0,0,0
6ŒŽ19“ú,0,0,0
6ŒŽ20“ú,0,0,0
6ŒŽ21“ú,1,0,1
6ŒŽ22“ú,0,0,0
6ŒŽ23“ú,1,0,1
6ŒŽ24“ú,1,1,2
6ŒŽ25“ú,1,0,1
6ŒŽ26“ú,1,1,2
6ŒŽ27“ú,1,1,2
6ŒŽ28“ú,1,1,2
6ŒŽ29“ú,0,0,0
6ŒŽ30“ú,1,0,1
7ŒŽ1“ú,0,0,0
7ŒŽ2“ú,0,0,0
7ŒŽ3“ú,1,1,2
7ŒŽ4“ú,1,0,1
